,prices.isSale,prices.dateSeenYear,prices.dateSeenMonth,prices.dateSeenWeek,prices.dateSeenIs_month_start,prices.dateSeenIs_year_end,brand_Alfani,brand_Asics,brand_Bearpaw,brand_Bloch,brand_Brinley Co.,brand_Charles by Charles David,brand_Converse,brand_Crocs,brand_Dansko,brand_Easy Spirit,brand_MICHAEL Michael Kors,brand_New Balance,brand_Nike,brand_Nine West,brand_Nomad,brand_Propet,brand_Telic,brand_Ugg,brand_Under Armour,brand_VANS,manufacturer_Alfani,manufacturer_Bearpaw,manufacturer_Bloch,manufacturer_Brinley Co,manufacturer_Charles by Charles David,manufacturer_Converse,manufacturer_Crocs,manufacturer_DANSKO,manufacturer_Dansko,manufacturer_MICHAEL Michael Kors,manufacturer_New Balance,manufacturer_Nike,manufacturer_Nine West,manufacturer_Nomad,manufacturer_Novascarpa Group LLC,manufacturer_Pleaser Shoes,manufacturer_Propet,manufacturer_Toms,manufacturer_UGG Australia,manufacturer_Under Armour,manufacturer_VANS,manufacturer_asics,manufacturer_other,manufacturerNumber_00004902,manufacturerNumber_00007-000,manufacturerNumber_5825,manufacturerNumber_6020202,manufacturerNumber_806020202,manufacturerNumber_Anna,manufacturerNumber_Flip,manufacturerNumber_W5668,manufacturerNumber_other,prices.merchant_Overstock.com,prices.merchant_Shoes.com,prices.merchant_Walmart,prices.merchant_other,categories_Athletic,categories_Boots,categories_Flats,categories_Heels,categories_Sandals,categories_Slip-ons,categories_Slippers,categories_Sneakers,categories_other,colors_Beige,colors_Blue,colors_Brown,colors_Gray,colors_Green,colors_Pink,colors_Red,colors_Silver,colors_White,colors_nan_value,prices.currency_AUD
prices.isSale,0,-0.203038964,0.252620634,0.248096039,0.028000038,-0.030035946,0.006825054,-0.069520661,-0.004453098,-0.026704784,0.020352056,-0.06888757,-0.070383931,0.063652026,-0.033743743,0.08755409,0.0020757,0.084053572,-0.078998205,-0.002085548,-0.008349291,-0.033370902,-0.055820953,0.00340075,-0.070080865,0.047323367,0.006825054,-0.000483802,-0.026704784,0.008090235,-0.06888757,-0.070383931,0.063652026,-0.00029507,-0.08662929,0.0020757,0.084053572,-0.078998205,-0.002888769,-0.006728004,-0.055820953,-0.024227924,-0.033370902,-0.035028274,0.003459792,-0.070080865,0.000205235,-0.069520661,0.083975344,-0.07665908,-0.062090293,0.00340075,-0.08662929,-0.00029507,-0.06888757,-0.055820953,-0.006985027,0.220008796,-0.297273899,0.0088706,0.264520235,0.005555339,-0.083572979,-0.00590229,-0.005076394,0.008039894,-0.099546801,-0.048659659,-0.092602493,-0.083983046,0.360276682,0.02264646,0.006508629,0.022402261,0.060834633,0.035080384,-0.033538669,-0.064490892,0.036083823,0.000207431,0.086006671,-0.009379049
prices.dateSeenYear,-0.203038964,0,-0.747328829,-0.747260075,-0.022046905,-0.094868281,-0.060000835,-0.00500222,-0.056674551,-0.082060449,-0.007839505,0.026773098,0.044767578,-0.020500273,0.239997527,-0.057233088,-0.003952843,-0.077470689,0.066770781,-0.057766225,0.27508603,0.066333326,0.000608987,0.007787005,0.002606491,-0.02698652,-0.060000835,-0.055546832,-0.082060449,-0.00707948,0.026773098,0.044767578,-0.020500273,0.079975468,0.05545261,-0.003952843,-0.077470689,0.066770781,-0.058055972,0.2703037,0.000608987,-0.084374806,0.066333326,-0.200405591,0.020204805,0.002606491,0.006750877,-0.00500222,-0.065600704,-0.225038096,0.059743441,0.007787005,0.05545261,0.079975468,0.026773098,0.000608987,0.274504946,-0.323635891,0.575044041,-0.290950021,-0.335098906,-0.234005471,0.040297251,0.209890557,-0.03279303,0.008994288,0.052862901,0.262764827,-0.066282271,-0.032499953,-0.346085491,0.03250901,0.009590421,0.008320683,-0.068638096,-0.042048046,0.020523583,0.039096075,-0.004438601,0.035596349,-0.000807298,-0.005873446
prices.dateSeenMonth,0.252620634,-0.747328829,0,0.99694355,0.065498905,0.054390259,0.054852901,-0.023486535,0.052558206,0.00444046,-0.045956332,-0.024360583,-0.0409494,-0.054489587,-0.200847098,0.000539494,0.050785048,0.066625527,-0.005387751,0.039624247,-0.242920747,-0.037700959,-0.027202891,-0.000938838,-0.099467578,0.058020543,0.054852901,0.07454062,0.00444046,-0.047469053,-0.024360583,-0.0409494,-0.054489587,-0.052830698,-0.029055057,0.050785048,0.066625527,-0.005387751,0.040236336,-0.238334301,-0.027202891,0.052002478,-0.037700959,0.078066451,-0.004788257,-0.099467578,0.002009885,-0.023486535,0.070585674,0.008006593,-0.085460591,-0.000938838,-0.029055057,-0.052830698,-0.024360583,-0.027202891,-0.242660052,0.36007824,-0.503536758,0.025840055,0.465099202,-0.006020567,-0.06387235,-0.205042782,-0.006690544,-0.022922968,-0.0569006,-0.224037834,-0.02285989,-0.040890726,0.437384076,-0.027258093,-0.024592993,-0.000480371,0.007700994,0.072669424,-0.024842301,-0.043022046,0.023845835,-0.004758056,0.034502505,-0.007067949
prices.dateSeenWeek,0.248096039,-0.747260075,0.99694355,0,0.04669974,0.063358603,0.055635541,-0.023939458,0.050482798,0.004679503,-0.042607865,-0.020527957,-0.03760598,-0.05862639,-0.096406583,0.098846975,0.04925722,0.074607043,-0.006493926,0.029603205,-0.244007043,-0.037746631,-0.024674023,-0.020203299,-0.000507503,0.062568959,0.055635541,0.072422904,0.004679503,-0.043999873,-0.020527957,-0.03760598,-0.05862639,-0.048847904,-0.025434395,0.04925722,0.074607043,-0.006493926,0.030060591,-0.239533773,-0.024674023,0.050004351,-0.037746631,0.080846996,-0.023027005,-0.000507503,0.005943406,-0.023939458,0.06994441,9.38684E-05,-0.085040474,-0.020203299,-0.025434395,-0.048847904,-0.020527957,-0.024674023,-0.243920268,0.35938009,-0.505339745,0.029305076,0.4563459,-0.006327651,-0.063297367,-0.200358367,-0.006705055,-0.022830081,-0.05005849,-0.2083999,-0.006860963,-0.039034928,0.430950629,-0.027728093,-0.025390378,-0.003442049,0.003404482,0.074265808,-0.025792799,-0.04080548,0.00956972,-0.003294472,0.038078578,-0.008000751
prices.dateSeenIs_month_start,0.028000038,-0.022046905,0.065498905,0.04669974,0,-0.000204926,-0.025722395,0.000832923,0.058882473,-0.007200526,0.050876394,-0.02700337,-0.026467393,0.023869456,-0.043877979,0.067680566,-0.025900547,-0.009400348,-0.029033991,-0.008435908,-0.04720503,-0.003863964,-0.032904339,0.040440789,-0.023352663,0.068248606,-0.025722395,0.066027227,-0.007200526,0.050609802,-0.02700337,-0.026467393,0.023869456,-0.032904339,-0.028420905,-0.025900547,-0.009400348,-0.029033991,-0.008646,-0.046228333,-0.032904339,-0.024760299,-0.003863964,0.052632055,0.040004268,-0.023352663,0.040097661,0.000832923,-0.00373098,0.045308554,-0.030255861,0.040440789,-0.028420905,-0.032904339,-0.02700337,-0.032904339,-0.053467039,0.056059371,-0.008200951,-0.026743374,0.022906281,-0.036750408,-0.055929498,-0.003277039,-0.007080032,-0.020492645,-0.002760749,-0.049394769,-0.04088063,0.025505501,0.079775408,0.009442783,0.036064623,0.008660095,-0.007952658,0.060935306,0.002646483,-0.020452643,0.009067905,0.000773279,-0.058932926,-0.003077064
prices.dateSeenIs_year_end,-0.030035946,-0.094868281,0.054390259,0.063358603,-0.000204926,0,-0.005036059,-0.005429806,-0.006069586,-0.004744968,-0.005036059,-0.005393936,-0.005284908,-0.005900605,-0.008760403,-0.007229095,-0.005073729,-0.007904048,-0.000477596,-0.008383305,-0.000929967,-0.006449396,-0.006570225,-0.006449396,-0.004662979,-0.004704044,-0.005036059,-0.00580072,-0.004744968,-0.005098327,-0.005393936,-0.005284908,-0.005900605,-0.006570225,-0.005674988,-0.005073729,-0.007904048,-0.000477596,-0.008407375,-0.000754736,-0.006570225,-0.004944251,-0.006449396,-0.007837824,-0.00654021,-0.004662979,-0.00607367,-0.005429806,0.046675754,-0.005020851,-0.006040386,-0.006449396,-0.005674988,-0.006570225,-0.005393936,-0.006570225,-0.000676034,0.0207,-0.022466442,-0.007472561,0.026026239,-0.007338097,-0.004673725,-0.005644863,-0.003430469,-0.004090901,-0.003302433,-0.009862977,0.220805247,-0.006264039,-0.05509796,-0.008503023,-0.009946698,0.002984344,-0.007760839,0.020229086,-0.007200587,0.008597457,-0.008876704,-4.02038E-05,-0.002438329,-0.000604408
brand_Alfani,0.006825054,-0.060000835,0.054852901,0.055635541,-0.025722395,-0.005036059,0,-0.003672922,-0.00553575,-0.000948393,-0.002933458,-0.003582572,-0.00330805,-0.004883605,-0.022062254,-0.008203709,-0.003028063,-0.009928763,-0.026383831,-0.020000083,-0.027522955,-0.006240344,-0.006544606,-0.006240344,-0.000740935,-0.000845594,0,-0.004632084,-0.000948393,-0.002838092,-0.003582572,-0.00330805,-0.004883605,-0.006544606,-0.004290294,-0.003028063,-0.009928763,-0.026383831,-0.020070768,-0.027080703,-0.006544606,-0.0024502,-0.006240344,-0.009736572,-0.006469025,-0.000740935,-0.005294226,-0.003672922,-3.90229E-05,-0.002645607,-0.005202927,-0.006240344,-0.004290294,-0.006544606,-0.003582572,-0.006544606,-0.026883772,0.052053002,-0.056573068,-0.008806797,0.006355239,0.0068722,-0.036950082,-0.039395621,-0.008638329,-0.00030389,-0.027444901,-0.024836047,-0.023260037,-0.005773845,0.089686831,0.050004405,-0.00935377,-0.003036323,-0.009542705,0.0042726,-0.008034451,0.002344727,0.020095423,0.007384249,0.00730935,-0.000547076
brand_Asics,-0.069520661,-0.00500222,-0.023486535,-0.023939458,0.000832923,-0.005429806,-0.003672922,0,-0.006423999,-0.002630536,-0.003672922,-0.004359049,-0.00406893,-0.005734567,-0.023323652,-0.009244507,-0.003772936,-0.02006808,-0.027892304,-0.022307047,-0.029096566,-0.007068878,-0.007490536,-0.007068878,-0.002403274,-0.00252286,-0.003672922,-0.005468666,-0.002630536,-0.00357221,-0.004359049,-0.00406893,-0.005734567,-0.007490536,-0.005007334,-0.003772936,-0.02006808,-0.027892304,-0.022380096,-0.028630086,-0.007490536,-0.003062045,-0.007068878,-0.020865,-0.007400633,-0.002403274,-0.006068665,0,-0.006330555,-0.003368624,-0.006082708,-0.007068878,-0.005007334,-0.007490536,-0.004359049,-0.007490536,-0.028420839,0.055034835,0.03807974,0.064305202,-0.088952681,-0.009534947,0.370036668,-0.040648047,-0.009032221,-0.000893,-0.035438908,-0.02625604,-0.024590976,-0.006675706,-0.046940987,-0.02263581,-0.026479004,-0.033900034,-0.02066006,0.064098795,-0.00907028,0.03827778,0.034025994,-0.029658924,-0.033000961,-0.000635636
brand_Bearpaw,-0.004453098,-0.056674551,0.052558206,0.050482798,0.058882473,-0.006069586,-0.00553575,-0.006423999,0,-0.004352483,-0.00553575,-0.00630547,-0.005985702,-0.007878278,-0.026500307,-0.02086642,-0.00564939,-0.023938554,-0.030692422,-0.025357683,-0.033060744,-0.009508002,-0.009873483,-0.009508002,-0.004004485,-0.004229,-0.00553575,0.940833094,-0.004352483,-0.005420306,-0.00630547,-0.005985702,-0.007878278,-0.009873483,-0.00706559,-0.00564939,-0.023938554,-0.030692422,-0.025430458,-0.03253071,-0.009873483,-0.00495527,-0.009508002,-0.023707693,-0.009782695,-0.004004485,-0.008370509,-0.006423999,-0.000805949,-0.005089993,-0.008273862,-0.009508002,-0.00706559,-0.009873483,-0.00630547,-0.009873483,-0.032292954,0.062646522,-0.06795604,-0.022602854,0.079026021,-0.022096429,-0.044384789,0.0730344,-0.000376405,-0.002377098,0.050306928,-0.029833334,-0.027940302,-0.00894764,-0.004925028,-0.002953245,-0.000378955,-0.002004408,-0.006940707,-0.02000695,0.003700979,-0.022096429,-0.026850007,-0.033699709,-0.000670828,-0.000858478
brand_Bloch,-0.026704784,-0.082060449,0.00444046,0.004679503,-0.007200526,-0.004744968,-0.000948393,-0.002630536,-0.004352483,0,-0.000948393,-0.002548067,-0.002294454,-0.003750008,-0.020380901,-0.006807248,-0.002035791,-0.008400906,-0.02437433,-0.009502344,-0.025426693,-0.005003402,-0.0052845,-0.005003402,-0.000847621,-0.000943385,-0.000948393,-0.003507644,0,-0.000860383,-0.002548067,-0.002294454,-0.003750008,-0.0052845,-0.003200886,-0.002035791,-0.008400906,-0.02437433,-0.009558305,-0.025009048,-0.0052845,-0.000500951,-0.005003402,-0.008233353,-0.005204675,-0.000847621,-0.004029354,-0.002630536,-0.000658088,-0.000682474,-0.004054247,-0.005003402,-0.003200886,-0.0052845,-0.002548067,-0.0052845,-0.024836093,0.048080823,-0.052264321,-0.007383632,-0.07340007,0.624004526,0.08400009,-0.036395088,-0.007980398,-0.009509004,-0.03096909,-0.022944523,-0.02048938,-0.004572443,-0.044840099,-0.009780823,0.060636782,-0.0296243,-0.008054261,-0.006233047,0.020663286,-0.007070055,-0.020650053,-0.025908021,-0.028935637,-0.000429337
brand_Brinley Co.,0.020352056,-0.007839505,-0.045956332,-0.042607865,0.050876394,-0.005036059,-0.002933458,-0.003672922,-0.00553575,-0.000948393,0,-0.003582572,-0.00330805,-0.004883605,-0.022062254,-0.008203709,-0.003028063,-0.009928763,-0.026383831,-0.020000083,-0.027522955,-0.006240344,-0.006544606,-0.006240344,-0.000740935,-0.000845594,-0.002933458,-0.004632084,-0.000948393,0.99263405,-0.003582572,-0.00330805,-0.004883605,-0.006544606,-0.004290294,-0.003028063,-0.009928763,-0.026383831,-0.020070768,-0.027080703,-0.006544606,-0.0024502,-0.006240344,-0.009736572,-0.006469025,-0.000740935,-0.005294226,-0.003672922,-0.006740946,-0.002645607,-0.005202927,-0.006240344,-0.004290294,-0.006544606,-0.003582572,-0.006544606,-0.026883772,0.052053002,-0.056573068,-0.008806797,0.065788971,-0.00847845,-0.036950082,-0.039395621,-0.008638329,-0.00030389,-0.033522288,-0.024836047,-0.023260037,-0.005773845,0.093049799,-0.02040062,-0.025046966,-0.006826207,-0.009542705,-0.007570463,-0.008034451,0.043990081,-0.022352621,0.004472078,-0.024882765,-0.000547076
brand_Charles by Charles David,-0.06888757,0.026773098,-0.024360583,-0.020527957,-0.02700337,-0.005393936,-0.003582572,-0.004359049,-0.00630547,-0.002548067,-0.003582572,0,-0.003975964,-0.005630594,-0.023069531,-0.00900734,-0.003680925,-0.020928962,-0.027708003,-0.022069677,-0.028904297,-0.007055426,-0.007374959,-0.007055426,-0.002330248,-0.00244001,-0.003582572,-0.00536645,-0.002548067,-0.003482525,0,-0.003975964,-0.005630594,-0.007374959,-0.005007506,-0.003680925,-0.020928962,-0.027708003,-0.022233301,-0.028440899,-0.007374959,-0.003075071,-0.007055426,-0.020727026,-0.007295584,-0.002330248,-0.006060823,-0.004359049,-0.005560847,-0.003280284,-0.005976444,-0.007055426,-0.005007506,-0.007374959,0,-0.007374959,-0.028233035,-0.260436964,0.224325374,-0.009760089,-0.090954074,-0.00940586,-0.038804665,-0.040372838,-0.009070876,-0.000820031,0.405080349,-0.026082641,-0.024428479,-0.006565504,-0.045971,-0.022486243,-0.026304041,0.080636307,-0.020523539,-0.008453352,-0.009044597,-0.00940586,-0.02347447,0.09893845,-0.032893059,-0.000624827
brand_Converse,-0.070383931,0.044767578,-0.0409494,-0.03760598,-0.026467393,-0.005284908,-0.00330805,-0.00406893,-0.005985702,-0.002294454,-0.00330805,-0.003975964,0,-0.005304678,-0.022700243,-0.008730953,-0.003405395,-0.02050596,-0.027047986,-0.020720597,-0.028320001,-0.006700703,-0.007023787,-0.006700703,-0.002082007,-0.002088678,-0.00330805,-0.005055873,-0.002294454,-0.003200025,-0.003975964,0,-0.005304678,-0.007023787,-0.004704084,-0.003405395,-0.02050596,-0.027047986,-0.020783937,-0.02786607,-0.007023787,-0.002800806,-0.006700703,-0.020308203,-0.006946007,-0.002082007,-0.005737092,-0.00406893,-0.003226085,-0.003000871,-0.005653539,-0.006700703,-0.004704084,-0.007023787,-0.003975964,-0.007023787,-0.027662407,0.05366351,0.042779926,-0.009360788,-0.007222242,-0.009003641,0.229252698,-0.040536637,-0.00888852,-0.000602323,-0.034493093,-0.025555476,-0.023934746,0.266479098,-0.043020728,-0.022030766,-0.0257724,-0.032995385,-0.02000873,-0.008080385,-0.00865968,-0.009003641,-0.02300001,0.095205396,-0.032228344,-0.000590987
brand_Crocs,0.063652026,-0.020500273,-0.054489587,-0.05862639,0.023869456,-0.005900605,-0.004883605,-0.005734567,-0.007878278,-0.003750008,-0.004883605,-0.005630594,-0.005304678,0,-0.025388868,-0.020948531,-0.004992474,-0.022933683,-0.030362066,-0.024293241,-0.03067295,-0.008689002,-0.009039251,-0.008689002,-0.00350241,-0.003630709,-0.004883605,-0.006838354,-0.003750008,-0.004773974,-0.005630594,-0.005304678,0,-0.009039251,-0.006445028,-0.004992474,-0.022933683,-0.030362066,-0.024362961,-0.030065065,-0.009039251,-0.00432749,-0.008689002,-0.022702503,-0.008952274,-0.00350241,-0.007600336,-0.005734567,-0.026630057,-0.00455236,-0.007506778,-0.008689002,-0.006445028,-0.009039251,-0.005630594,-0.009039251,-0.030937389,0.060006802,-0.065003443,-0.002724069,0.072390795,-0.020264687,-0.042520643,-0.045335803,0.028045066,-0.000857544,-0.03857688,-0.028580007,-0.026768407,-0.008052273,0.000200269,-0.024640031,0.039643569,0.000640395,-0.022489425,-0.02022094,-0.020868809,-0.020264687,-0.0005235,0.029560297,-0.030425907,-0.000780464
brand_Dansko,-0.033743743,0.239997527,-0.200847098,-0.096406583,-0.043877979,-0.008760403,-0.022062254,-0.023323652,-0.026500307,-0.020380901,-0.022062254,-0.023069531,-0.022700243,-0.025388868,0,-0.030052401,-0.022223633,-0.03399504,-0.045006276,-0.03600034,-0.046949424,-0.027703231,-0.02822225,-0.027703231,-0.02002972,-0.020206545,-0.022062254,-0.024959807,-0.020380901,-0.020899747,-0.023069531,-0.022700243,-0.025388868,0.749905501,0.647725924,-0.022223633,-0.03399504,-0.045006276,-0.036003686,-0.046096725,-0.02822225,-0.020237906,-0.027703231,-0.033667096,-0.028093321,-0.02002972,-0.026089307,-0.023323652,-0.087707806,-0.020570246,-0.025950635,-0.027703231,0.647725924,0.749905501,-0.023069531,-0.02822225,-0.045859089,-0.423029334,0.380049053,-0.032098208,-0.326204671,-0.030520056,-0.063030652,-0.067202051,-0.004735503,-0.007576666,-0.057083253,0.888302275,-0.039679326,-0.026907464,-0.237000577,-0.036524541,-0.042725804,-0.054700068,-0.033336508,-0.02997389,-0.030934253,-0.030520056,-0.038029724,0.040527378,-0.053428557,-0.002639207
brand_Easy Spirit,0.08755409,-0.057233088,0.000539494,0.098846975,0.067680566,-0.007229095,-0.008203709,-0.009244507,-0.02086642,-0.006807248,-0.008203709,-0.00900734,-0.008730953,-0.020948531,-0.030052401,0,-0.008336874,-0.028049543,-0.037034991,-0.029702381,-0.038738295,-0.022858029,-0.023286375,-0.022858029,-0.00652666,-0.006672561,-0.008203709,-0.020594508,-0.006807248,-0.008069633,-0.00900734,-0.008730953,-0.020948531,-0.023286375,-0.020003451,-0.008336874,-0.028049543,-0.037034991,-0.029797653,-0.038007238,-0.023286375,-0.007523552,-0.022858029,-0.027779037,-0.023079994,-0.00652666,-0.020526476,-0.009244507,-0.054879003,-0.007798585,-0.020402049,-0.022858029,-0.020003451,-0.023286375,-0.00900734,-0.023286375,-0.037838652,0.073404866,-0.079626093,0.007689005,0.076084092,-0.026008241,-0.052007028,-0.050605452,0.003440304,-0.004502629,-0.020950494,-0.034956639,-0.032739687,-0.022200535,0.094677708,0.028550084,0.005549084,-0.026975932,0.000908328,-0.024730666,-0.025524067,-0.026008241,-3.33343E-05,0.006402839,0.002232701,-0.002077636
brand_MICHAEL Michael Kors,0.0020757,-0.003952843,0.050785048,0.04925722,-0.025900547,-0.005073729,-0.003028063,-0.003772936,-0.00564939,-0.002035791,-0.003028063,-0.003680925,-0.003405395,-0.004992474,-0.022223633,-0.008336874,0,-0.020074536,-0.026576821,-0.020264598,-0.027724277,-0.006359038,-0.006665625,-0.006359038,-0.000827824,-0.00093224,-0.003028063,-0.004739004,-0.002035791,-0.002932,-0.003680925,-0.003405395,-0.004992474,-0.006665625,-0.004394823,0,-0.020074536,-0.026576821,-0.020325626,-0.027279798,-0.006665625,-0.00254028,-0.006359038,-0.00988094,-0.006589491,-0.000827824,-0.005406099,-0.003772936,-0.000844028,-0.002738006,-0.005324205,-0.006359038,-0.004394823,-0.006665625,-0.003680925,-0.006665625,-0.02708041,0.052534497,-0.056986985,-0.008954437,0.066270099,-0.008603605,-0.037220463,-0.03968379,-0.008700506,-0.000379261,-0.033767494,-0.025007806,-0.023430085,-0.005889226,0.093730432,-0.003567504,-0.025230078,-0.007239364,0.009728528,-0.007699993,-0.0082671,0.033075992,0.098555651,-0.028260003,-0.005978822,-0.000558494
brand_New Balance,0.084053572,-0.077470689,0.066625527,0.074607043,-0.009400348,-0.007904048,-0.009928763,-0.02006808,-0.023938554,-0.008400906,-0.009928763,-0.020928962,-0.02050596,-0.022933683,-0.03399504,-0.028049543,-0.020074536,0,-0.040654024,-0.032528024,-0.042409263,-0.02502424,-0.025493068,-0.02502424,-0.008092781,-0.008252507,-0.009928763,-0.022546022,-0.008400906,-0.009780971,-0.020928962,-0.02050596,-0.022933683,-0.025493068,-0.022009469,-0.020074536,0,-0.040654024,-0.032620377,-0.040729353,-0.025493068,-0.00908404,-0.02502424,-0.03040047,-0.025376607,-0.008092781,-0.023566396,-0.02006808,-0.069555857,-0.009485237,-0.023440025,-0.02502424,-0.022009469,-0.025493068,-0.020928962,-0.025493068,-0.040424367,0.080360952,-0.087070833,0.080503502,0.023527092,-0.028472868,-0.053230802,-0.060703486,-0.003300533,-0.005876945,-0.023560028,-0.038269245,-0.035842208,-0.024305426,0.025600046,-0.0329925,0.002859309,-0.045243466,0.054659095,-0.009862708,-0.006944904,-0.028472868,-0.034442457,0.097089283,-0.035506574,-0.002383996
brand_Nike,-0.078998205,0.066770781,-0.005387751,-0.006493926,-0.029033991,-0.000477596,-0.026383831,-0.027892304,-0.030692422,-0.02437433,-0.026383831,-0.027708003,-0.027047986,-0.030362066,-0.045006276,-0.037034991,-0.026576821,-0.040654024,0,-0.043064083,-0.056045927,-0.03302977,-0.033750455,-0.03302977,-0.023953063,-0.024064625,-0.026383831,-0.029848972,-0.02437433,-0.026089492,-0.027708003,-0.027047986,-0.030362066,-0.033750455,-0.029050731,-0.026576821,-0.040654024,0,-0.043087673,-0.055245788,-0.033750455,-0.025398021,-0.03302977,-0.040260961,-0.033596271,-0.023953063,-0.03009971,-0.027892304,-0.224476209,-0.025796644,-0.030033873,-0.03302977,-0.029050731,-0.033750455,-0.027708003,-0.033750455,-0.054842006,0.006390438,0.097488021,-0.038385651,-0.06553975,-0.027075784,0.508003556,-0.080365778,-0.007620909,-0.0200096,-0.068384369,-0.050664927,-0.047450755,-0.02600028,-0.060774053,-0.043679006,0.008930506,-0.065404895,-0.024758605,-0.035845209,0.065709207,0.048048439,-0.036704956,0.000448891,-0.004640054,-0.003056089
