,prices.isSale,prices.dateSeenYear,prices.dateSeenMonth,prices.dateSeenWeek,prices.dateSeenIs_month_start,prices.dateSeenIs_year_end,brand_Alfani,brand_Asics,brand_Bearpaw,brand_Bloch,brand_Brinley Co.,brand_Charles by Charles David,brand_Converse,brand_Crocs,brand_Dansko,brand_Easy Spirit,brand_MICHAEL Michael Kors,brand_New Balance,brand_Nike,brand_Nine West,brand_Nomad,brand_Propet,brand_Telic,brand_Ugg,brand_Under Armour,brand_VANS,manufacturer_Alfani,manufacturer_Bearpaw,manufacturer_Bloch,manufacturer_Brinley Co,manufacturer_Charles by Charles David,manufacturer_Converse,manufacturer_Crocs,manufacturer_DANSKO,manufacturer_Dansko,manufacturer_MICHAEL Michael Kors,manufacturer_New Balance,manufacturer_Nike,manufacturer_Nine West,manufacturer_Nomad,manufacturer_Novascarpa Group LLC,manufacturer_Pleaser Shoes,manufacturer_Propet,manufacturer_Toms,manufacturer_UGG Australia,manufacturer_Under Armour,manufacturer_VANS,manufacturer_asics,manufacturer_other,manufacturerNumber_00004902,manufacturerNumber_00007-000,manufacturerNumber_5825,manufacturerNumber_6020202,manufacturerNumber_806020202,manufacturerNumber_Anna,manufacturerNumber_Flip,manufacturerNumber_W5668,manufacturerNumber_other,prices.merchant_Overstock.com,prices.merchant_Shoes.com,prices.merchant_Walmart,prices.merchant_other,categories_Athletic,categories_Boots,categories_Flats,categories_Heels,categories_Sandals,categories_Slip-ons,categories_Slippers,categories_Sneakers,categories_other,colors_Beige,colors_Blue,colors_Brown,colors_Gray,colors_Green,colors_Pink,colors_Red,colors_Silver,colors_White,colors_nan_value,prices.currency_AUD
brand_Nine West,-0.002085548,-0.057766225,0.039624247,0.029603205,-0.008435908,-0.008383305,-0.020000083,-0.022307047,-0.025357683,-0.009502344,-0.020000083,-0.022069677,-0.020720597,-0.024293241,-0.03600034,-0.029702381,-0.020264598,-0.032528024,-0.043064083,0,-0.044923376,-0.02650773,-0.027004352,-0.02650773,-0.00906536,-0.009334555,-0.020000083,-0.023882705,-0.009502344,-0.020954689,-0.022069677,-0.020720597,-0.024293241,-0.027004352,-0.02332483,-0.020264598,-0.032528024,-0.043064083,0.99703829,-0.044203059,-0.027004352,-0.020320409,-0.02650773,-0.032204327,-0.026880987,-0.00906536,-0.024963463,-0.022307047,-0.079607495,-0.020640364,-0.024830765,-0.02650773,-0.02332483,-0.027004352,-0.022069677,-0.027004352,-0.043880093,0.085024923,-0.092339568,-0.030703057,0.007380738,-0.030060801,-0.060300638,-0.06430201,-0.00409961,-0.006808065,-0.054705577,-0.040537929,-0.037967,-0.025746304,0.050877267,0.078480648,-0.006334643,-4.06238E-06,-0.003362823,0.087492933,-0.006336077,0.00543963,-0.020035934,-0.000444324,-0.00486724,-0.002525324
brand_Nomad,-0.008349291,0.27508603,-0.242920747,-0.244007043,-0.04720503,-0.000929967,-0.027522955,-0.029096566,-0.033060744,-0.025426693,-0.027522955,-0.028904297,-0.028320001,-0.03067295,-0.046949424,-0.038738295,-0.027724277,-0.042409263,-0.056045927,-0.044923376,0,-0.034560049,-0.035207631,-0.034560049,-0.024987341,-0.025207933,-0.027522955,-0.030037703,-0.025426693,-0.027320225,-0.028904297,-0.028320001,-0.03067295,-0.035207631,-0.030400359,-0.027724277,-0.042409263,-0.056045927,-0.045052303,0.983967867,-0.035207631,-0.026494582,-0.034560049,-0.042000274,-0.03504679,-0.024987341,-0.032546769,-0.029096566,-0.209590757,-0.026900406,-0.03237376,-0.034560049,-0.030400359,-0.035207631,-0.028904297,-0.035207631,0.976776393,-0.499964334,0.423579995,-0.040042953,-0.360462577,-0.039322936,-0.078630575,0.688062022,-0.008382736,-0.020927024,-0.065367828,-0.052852387,-0.049500486,-0.033567409,-0.292484344,-0.045564849,0.035326276,-0.068239085,-0.040587737,-0.037392827,0.075920003,-0.039322936,-0.047567337,0.006874245,-0.066652834,-0.003292458
brand_Propet,-0.033370902,0.066333326,-0.037700959,-0.037746631,-0.003863964,-0.006449396,-0.006240344,-0.007068878,-0.009508002,-0.005003402,-0.006240344,-0.007055426,-0.006700703,-0.008689002,-0.027703231,-0.022858029,-0.006359038,-0.02502424,-0.03302977,-0.02650773,-0.034560049,0,-0.020774806,-0.020392749,-0.004744066,-0.00487433,-0.006240344,-0.008373281,-0.005003402,-0.00602072,-0.007055426,-0.006700703,-0.008689002,-0.020774806,-0.007944,-0.006359038,-0.02502424,-0.03302977,-0.026583806,-0.034006076,-0.020774806,-0.005633537,0,-0.024782909,-0.0206799,-0.004744066,-0.009204723,-0.007068878,-0.038074428,-0.005878906,-0.009002637,-0.020392749,-0.007944,-0.020774806,-0.007055426,-0.020774806,-0.033757538,0.065487733,0.034540323,-0.023627961,-0.006527298,-0.023203005,-0.009402342,-0.049468474,-0.000847007,-0.002938438,0.02367468,0.070802038,-0.029208525,-0.009806973,-0.077408865,0.002200496,-0.030450089,0.057060678,0.030903301,-0.022064204,-0.022770051,0.244080835,-0.028067841,-0.029540943,-0.028999074,-0.000942766
brand_Telic,-0.055820953,0.000608987,-0.027202891,-0.024674023,-0.032904339,-0.006570225,-0.006544606,-0.007490536,-0.009873483,-0.0052845,-0.006544606,-0.007374959,-0.007023787,-0.009039251,-0.02822225,-0.023286375,-0.006665625,-0.025493068,-0.033750455,-0.027004352,-0.035207631,-0.020774806,0,-0.020774806,-0.005020398,-0.005053,-0.006544606,-0.008707504,-0.0052845,-0.006422741,-0.007374959,-0.007023787,-0.009039251,-0.02006402,-0.008280283,-0.006665625,-0.025493068,-0.033750455,-0.027080852,-0.034643078,0,-0.005926431,-0.020774806,-0.025247206,-0.020067337,-0.005020398,-0.009564523,-0.007490536,-0.040763009,-0.006076396,-0.009460524,-0.020774806,-0.008280283,-0.02006402,-0.007374959,0,-0.034389984,-0.307232029,-0.072368948,-0.024070631,0.084057893,-0.023637804,-0.047267033,-0.050395263,-5.02351E-05,-0.003080838,0.49354048,-0.03077064,-0.029755746,-0.020078056,-0.077803779,-0.027389954,0.000246054,-0.00620968,-0.02499923,0.037774832,0.035272724,-0.023637804,-0.02859369,-0.035888,-0.04006637,-0.000979063
brand_Ugg,0.00340075,0.007787005,-0.000938838,-0.020203299,0.040440789,-0.006449396,-0.006240344,-0.007068878,-0.009508002,-0.005003402,-0.006240344,-0.007055426,-0.006700703,-0.008689002,-0.027703231,-0.022858029,-0.006359038,-0.02502424,-0.03302977,-0.02650773,-0.034560049,-0.020392749,-0.020774806,0,-0.004744066,-0.00487433,-0.006240344,-0.008373281,-0.005003402,-0.00602072,-0.007055426,-0.006700703,-0.008689002,-0.020774806,-0.007944,-0.006359038,-0.02502424,-0.03302977,-0.026583806,-0.034006076,-0.020774806,-0.005633537,-0.020392749,-0.024782909,0.986004505,-0.004744066,-0.009204723,-0.007068878,-0.038074428,-0.005878906,-0.009002637,0,-0.007944,-0.020774806,-0.007055426,-0.020774806,-0.033757538,-0.300398004,-0.030248497,-0.023627961,0.046002939,-0.023203005,-0.046397774,0.402237282,-0.000847007,-0.002938438,-0.042093409,-0.030086366,-0.029208525,-0.009806973,-0.074533896,0.038560069,0.025202806,-0.040265584,-0.024539485,-0.022064204,-0.022770051,-0.023203005,-0.028067841,-0.035228004,-0.039329533,-0.000942766
brand_Under Armour,-0.070080865,0.002606491,-0.099467578,-0.000507503,-0.023352663,-0.004662979,-0.000740935,-0.002403274,-0.004004485,-0.000847621,-0.000740935,-0.002330248,-0.002082007,-0.00350241,-0.02002972,-0.00652666,-0.000827824,-0.008092781,-0.023953063,-0.00906536,-0.024987341,-0.004744066,-0.005020398,-0.004744066,0,-0.000754293,-0.000740935,-0.003284071,-0.000847621,-0.000655446,-0.002330248,-0.002082007,-0.00350241,-0.005020398,-0.002973769,-0.000827824,-0.008092781,-0.023953063,-0.009220364,-0.02458674,-0.005020398,-0.000303207,-0.004744066,-0.007908297,-0.004950779,0,-0.0038852,-0.002403274,-0.099900526,-0.0004806,-0.003800402,-0.004744066,-0.002973769,-0.005020398,-0.002330248,-0.005020398,-0.024407046,0.0473483,0.04850244,-0.007083258,-0.0240509,-0.006776082,0.307777456,-0.035766203,-0.007842504,-0.009354623,-0.030433973,-0.022548062,-0.020008063,-0.004320644,-0.026089794,-0.009439028,0.066976248,-0.029002429,-0.007742299,-0.005952653,0.0300297,-0.006776082,-0.020293336,-0.02547028,-0.028435655,-0.000404639
brand_VANS,0.047323367,-0.02698652,0.058020543,0.062568959,0.068248606,-0.004704044,-0.000845594,-0.00252286,-0.004229,-0.000943385,-0.000845594,-0.00244001,-0.002088678,-0.003630709,-0.020206545,-0.006672561,-0.00093224,-0.008252507,-0.024064625,-0.009334555,-0.025207933,-0.00487433,-0.005053,-0.00487433,-0.000754293,0,-0.000845594,-0.003400344,-0.000943385,-0.00075834,-0.00244001,-0.002088678,-0.003630709,-0.005053,-0.003088303,-0.00093224,-0.008252507,-0.024064625,-0.009390044,-0.024803796,-0.005053,-0.000402994,-0.00487433,-0.008076482,-0.005083776,-0.000754293,0.774504056,-0.00252286,-0.00078347,-0.000580964,-0.00393333,-0.00487433,-0.003088303,-0.005053,-0.00244001,-0.005053,-0.024622504,0.047766298,-0.050804664,-0.007234071,0.060255304,-0.006924084,-0.005509884,-0.036080961,-0.007900739,-0.009437207,-0.030702648,-0.022747009,-0.020304496,-0.004447069,0.074230384,-0.00973404,0.028357259,-0.022494007,-0.007898931,0.090000432,-0.00660901,-0.005579806,-0.020472488,0.05925601,-0.000625702,-0.00040704
manufacturer_Alfani,0.006825054,-0.060000835,0.054852901,0.055635541,-0.025722395,-0.005036059,0,-0.003672922,-0.00553575,-0.000948393,-0.002933458,-0.003582572,-0.00330805,-0.004883605,-0.022062254,-0.008203709,-0.003028063,-0.009928763,-0.026383831,-0.020000083,-0.027522955,-0.006240344,-0.006544606,-0.006240344,-0.000740935,-0.000845594,0,-0.004632084,-0.000948393,-0.002838092,-0.003582572,-0.00330805,-0.004883605,-0.006544606,-0.004290294,-0.003028063,-0.009928763,-0.026383831,-0.020070768,-0.027080703,-0.006544606,-0.0024502,-0.006240344,-0.009736572,-0.006469025,-0.000740935,-0.005294226,-0.003672922,-3.90229E-05,-0.002645607,-0.005202927,-0.006240344,-0.004290294,-0.006544606,-0.003582572,-0.006544606,-0.026883772,0.052053002,-0.056573068,-0.008806797,0.006355239,0.0068722,-0.036950082,-0.039395621,-0.008638329,-0.00030389,-0.027444901,-0.024836047,-0.023260037,-0.005773845,0.089686831,0.050004405,-0.00935377,-0.003036323,-0.009542705,0.0042726,-0.008034451,0.002344727,0.020095423,0.007384249,0.00730935,-0.000547076
manufacturer_Bearpaw,-0.000483802,-0.055546832,0.07454062,0.072422904,0.066027227,-0.00580072,-0.004632084,-0.005468666,0.940833094,-0.003507644,-0.004632084,-0.00536645,-0.005055873,-0.006838354,-0.024959807,-0.020594508,-0.004739004,-0.022546022,-0.029848972,-0.023882705,-0.030037703,-0.008373281,-0.008707504,-0.008373281,-0.003284071,-0.003400344,-0.004632084,0,-0.003507644,-0.004524306,-0.00536645,-0.005055873,-0.006838354,-0.008707504,-0.006067021,-0.004739004,-0.022546022,-0.029848972,-0.023950247,-0.030638499,-0.008707504,-0.004085368,-0.008373281,-0.02232869,-0.008630996,-0.003284071,-0.007302904,-0.005468666,-0.024490095,-0.004306439,-0.007200928,-0.008373281,-0.006067021,-0.008707504,-0.00536645,-0.008707504,-0.030404573,0.059002568,-0.064003249,-0.020288006,0.074429406,-0.020905331,-0.040803063,0.049972061,-0.009772851,-0.000657061,0.059004099,-0.02809802,-0.026306043,-0.007845505,-0.008090601,-8.02003E-08,-0.007455083,-0.008290606,-0.00459045,-0.009879224,0.007092055,-0.020905331,-0.025288309,-0.030739501,-0.002589451,-0.000750376
manufacturer_Bloch,-0.026704784,-0.082060449,0.00444046,0.004679503,-0.007200526,-0.004744968,-0.000948393,-0.002630536,-0.004352483,0,-0.000948393,-0.002548067,-0.002294454,-0.003750008,-0.020380901,-0.006807248,-0.002035791,-0.008400906,-0.02437433,-0.009502344,-0.025426693,-0.005003402,-0.0052845,-0.005003402,-0.000847621,-0.000943385,-0.000948393,-0.003507644,0,-0.000860383,-0.002548067,-0.002294454,-0.003750008,-0.0052845,-0.003200886,-0.002035791,-0.008400906,-0.02437433,-0.009558305,-0.025009048,-0.0052845,-0.000500951,-0.005003402,-0.008233353,-0.005204675,-0.000847621,-0.004029354,-0.002630536,-0.000658088,-0.000682474,-0.004054247,-0.005003402,-0.003200886,-0.0052845,-0.002548067,-0.0052845,-0.024836093,0.048080823,-0.052264321,-0.007383632,-0.07340007,0.624004526,0.08400009,-0.036395088,-0.007980398,-0.009509004,-0.03096909,-0.022944523,-0.02048938,-0.004572443,-0.044840099,-0.009780823,0.060636782,-0.0296243,-0.008054261,-0.006233047,0.020663286,-0.007070055,-0.020650053,-0.025908021,-0.028935637,-0.000429337
manufacturer_Brinley Co,0.008090235,-0.00707948,-0.047469053,-0.043999873,0.050609802,-0.005098327,-0.002838092,-0.00357221,-0.005420306,-0.000860383,0.99263405,-0.003482525,-0.003200025,-0.004773974,-0.020899747,-0.008069633,-0.002932,-0.009780971,-0.026089492,-0.020954689,-0.027320225,-0.00602072,-0.006422741,-0.00602072,-0.000655446,-0.00075834,-0.002838092,-0.004524306,-0.000860383,0,-0.003482525,-0.003200025,-0.004773974,-0.006422741,-0.004085034,-0.002932,-0.009780971,-0.026089492,-0.020004827,-0.026882223,-0.006422741,-0.002358504,-0.00602072,-0.009590096,-0.006347706,-0.000655446,-0.005080571,-0.00357221,-0.00922859,-0.00255247,-0.005000871,-0.00602072,-0.004085034,-0.006422741,-0.003482525,-0.006422741,-0.026685751,0.05076886,-0.056056459,-0.008678096,0.065304379,-0.008342341,-0.036678003,-0.039005439,-0.008574701,-0.000227995,-0.033275367,-0.024653207,-0.0230897,-0.005657657,0.092364408,-0.020253906,-0.024862474,-0.006407488,-0.009398766,-0.007442034,-0.008000876,0.044578951,-0.022087975,0.004986269,-0.03009048,-0.00053578
manufacturer_Charles by Charles David,-0.06888757,0.026773098,-0.024360583,-0.020527957,-0.02700337,-0.005393936,-0.003582572,-0.004359049,-0.00630547,-0.002548067,-0.003582572,0,-0.003975964,-0.005630594,-0.023069531,-0.00900734,-0.003680925,-0.020928962,-0.027708003,-0.022069677,-0.028904297,-0.007055426,-0.007374959,-0.007055426,-0.002330248,-0.00244001,-0.003582572,-0.00536645,-0.002548067,-0.003482525,0,-0.003975964,-0.005630594,-0.007374959,-0.005007506,-0.003680925,-0.020928962,-0.027708003,-0.022233301,-0.028440899,-0.007374959,-0.003075071,-0.007055426,-0.020727026,-0.007295584,-0.002330248,-0.006060823,-0.004359049,-0.005560847,-0.003280284,-0.005976444,-0.007055426,-0.005007506,-0.007374959,0,-0.007374959,-0.028233035,-0.260436964,0.224325374,-0.009760089,-0.090954074,-0.00940586,-0.038804665,-0.040372838,-0.009070876,-0.000820031,0.405080349,-0.026082641,-0.024428479,-0.006565504,-0.045971,-0.022486243,-0.026304041,0.080636307,-0.020523539,-0.008453352,-0.009044597,-0.00940586,-0.02347447,0.09893845,-0.032893059,-0.000624827
manufacturer_Converse,-0.070383931,0.044767578,-0.0409494,-0.03760598,-0.026467393,-0.005284908,-0.00330805,-0.00406893,-0.005985702,-0.002294454,-0.00330805,-0.003975964,0,-0.005304678,-0.022700243,-0.008730953,-0.003405395,-0.02050596,-0.027047986,-0.020720597,-0.028320001,-0.006700703,-0.007023787,-0.006700703,-0.002082007,-0.002088678,-0.00330805,-0.005055873,-0.002294454,-0.003200025,-0.003975964,0,-0.005304678,-0.007023787,-0.004704084,-0.003405395,-0.02050596,-0.027047986,-0.020783937,-0.02786607,-0.007023787,-0.002800806,-0.006700703,-0.020308203,-0.006946007,-0.002082007,-0.005737092,-0.00406893,-0.003226085,-0.003000871,-0.005653539,-0.006700703,-0.004704084,-0.007023787,-0.003975964,-0.007023787,-0.027662407,0.05366351,0.042779926,-0.009360788,-0.007222242,-0.009003641,0.229252698,-0.040536637,-0.00888852,-0.000602323,-0.034493093,-0.025555476,-0.023934746,0.266479098,-0.043020728,-0.022030766,-0.0257724,-0.032995385,-0.02000873,-0.008080385,-0.00865968,-0.009003641,-0.02300001,0.095205396,-0.032228344,-0.000590987
manufacturer_Crocs,0.063652026,-0.020500273,-0.054489587,-0.05862639,0.023869456,-0.005900605,-0.004883605,-0.005734567,-0.007878278,-0.003750008,-0.004883605,-0.005630594,-0.005304678,0,-0.025388868,-0.020948531,-0.004992474,-0.022933683,-0.030362066,-0.024293241,-0.03067295,-0.008689002,-0.009039251,-0.008689002,-0.00350241,-0.003630709,-0.004883605,-0.006838354,-0.003750008,-0.004773974,-0.005630594,-0.005304678,0,-0.009039251,-0.006445028,-0.004992474,-0.022933683,-0.030362066,-0.024362961,-0.030065065,-0.009039251,-0.00432749,-0.008689002,-0.022702503,-0.008952274,-0.00350241,-0.007600336,-0.005734567,-0.026630057,-0.00455236,-0.007506778,-0.008689002,-0.006445028,-0.009039251,-0.005630594,-0.009039251,-0.030937389,0.060006802,-0.065003443,-0.002724069,0.072390795,-0.020264687,-0.042520643,-0.045335803,0.028045066,-0.000857544,-0.03857688,-0.028580007,-0.026768407,-0.008052273,0.000200269,-0.024640031,0.039643569,0.000640395,-0.022489425,-0.02022094,-0.020868809,-0.020264687,-0.0005235,0.029560297,-0.030425907,-0.000780464
manufacturer_DANSKO,-0.00029507,0.079975468,-0.052830698,-0.048847904,-0.032904339,-0.006570225,-0.006544606,-0.007490536,-0.009873483,-0.0052845,-0.006544606,-0.007374959,-0.007023787,-0.009039251,0.749905501,-0.023286375,-0.006665625,-0.025493068,-0.033750455,-0.027004352,-0.035207631,-0.020774806,-0.02006402,-0.020774806,-0.005020398,-0.005053,-0.006544606,-0.008707504,-0.0052845,-0.006422741,-0.007374959,-0.007023787,-0.009039251,0,-0.008280283,-0.006665625,-0.025493068,-0.033750455,-0.027080852,-0.034643078,-0.02006402,-0.005926431,-0.020774806,-0.025247206,-0.020067337,-0.005020398,-0.009564523,-0.007490536,-0.040763009,-0.006076396,-0.009460524,-0.020774806,-0.008280283,0,-0.007374959,-0.02006402,-0.034389984,-0.307232029,0.27940705,-0.024070631,-0.239492867,-0.023637804,-0.047267033,-0.050395263,-5.02351E-05,-0.003080838,-0.042882037,0.66605027,-0.029755746,-0.020078056,-0.077803779,-0.027389954,-0.032040323,-0.040009958,-0.02499923,-0.022477586,-0.023097767,-0.023637804,-0.02859369,-0.035888,-0.04006637,-0.000979063
manufacturer_Dansko,-0.08662929,0.05545261,-0.029055057,-0.025434395,-0.028420905,-0.005674988,-0.004290294,-0.005007334,-0.00706559,-0.003200886,-0.004290294,-0.005007506,-0.004704084,-0.006445028,0.647725924,-0.020003451,-0.004394823,-0.022009469,-0.029050731,-0.02332483,-0.030400359,-0.007944,-0.008280283,-0.007944,-0.002973769,-0.003088303,-0.004290294,-0.006067021,-0.003200886,-0.004085034,-0.005007506,-0.004704084,-0.006445028,-0.008280283,0,-0.004394823,-0.022009469,-0.029050731,-0.023390771,-0.029922806,-0.008280283,-0.003756349,-0.007944,-0.020807006,-0.008096773,-0.002973769,-0.006898727,-0.005007334,-0.020583202,-0.003972255,-0.006808899,-0.007944,0,-0.008280283,-0.005007506,-0.008280283,-0.029704021,-0.274007066,0.252598437,-0.020790848,-0.207204027,-0.020407005,-0.040826587,-0.043528575,-0.009544567,-0.000384861,-0.037039076,0.575382889,-0.025700328,-0.007428662,-0.053576838,-0.023657891,-0.027674607,-0.035430707,-0.020592921,-0.009404866,-0.020036908,-0.020407005,-0.024697601,0.00409365,-0.034607061,-0.000709489
manufacturer_MICHAEL Michael Kors,0.0020757,-0.003952843,0.050785048,0.04925722,-0.025900547,-0.005073729,-0.003028063,-0.003772936,-0.00564939,-0.002035791,-0.003028063,-0.003680925,-0.003405395,-0.004992474,-0.022223633,-0.008336874,0,-0.020074536,-0.026576821,-0.020264598,-0.027724277,-0.006359038,-0.006665625,-0.006359038,-0.000827824,-0.00093224,-0.003028063,-0.004739004,-0.002035791,-0.002932,-0.003680925,-0.003405395,-0.004992474,-0.006665625,-0.004394823,0,-0.020074536,-0.026576821,-0.020325626,-0.027279798,-0.006665625,-0.00254028,-0.006359038,-0.00988094,-0.006589491,-0.000827824,-0.005406099,-0.003772936,-0.000844028,-0.002738006,-0.005324205,-0.006359038,-0.004394823,-0.006665625,-0.003680925,-0.006665625,-0.02708041,0.052534497,-0.056986985,-0.008954437,0.066270099,-0.008603605,-0.037220463,-0.03968379,-0.008700506,-0.000379261,-0.033767494,-0.025007806,-0.023430085,-0.005889226,0.093730432,-0.003567504,-0.025230078,-0.007239364,0.009728528,-0.007699993,-0.0082671,0.033075992,0.098555651,-0.028260003,-0.005978822,-0.000558494
manufacturer_New Balance,0.084053572,-0.077470689,0.066625527,0.074607043,-0.009400348,-0.007904048,-0.009928763,-0.02006808,-0.023938554,-0.008400906,-0.009928763,-0.020928962,-0.02050596,-0.022933683,-0.03399504,-0.028049543,-0.020074536,0,-0.040654024,-0.032528024,-0.042409263,-0.02502424,-0.025493068,-0.02502424,-0.008092781,-0.008252507,-0.009928763,-0.022546022,-0.008400906,-0.009780971,-0.020928962,-0.02050596,-0.022933683,-0.025493068,-0.022009469,-0.020074536,0,-0.040654024,-0.032620377,-0.040729353,-0.025493068,-0.00908404,-0.02502424,-0.03040047,-0.025376607,-0.008092781,-0.023566396,-0.02006808,-0.069555857,-0.009485237,-0.023440025,-0.02502424,-0.022009469,-0.025493068,-0.020928962,-0.025493068,-0.040424367,0.080360952,-0.087070833,0.080503502,0.023527092,-0.028472868,-0.053230802,-0.060703486,-0.003300533,-0.005876945,-0.023560028,-0.038269245,-0.035842208,-0.024305426,0.025600046,-0.0329925,0.002859309,-0.045243466,0.054659095,-0.009862708,-0.006944904,-0.028472868,-0.034442457,0.097089283,-0.035506574,-0.002383996
manufacturer_Nike,-0.078998205,0.066770781,-0.005387751,-0.006493926,-0.029033991,-0.000477596,-0.026383831,-0.027892304,-0.030692422,-0.02437433,-0.026383831,-0.027708003,-0.027047986,-0.030362066,-0.045006276,-0.037034991,-0.026576821,-0.040654024,0,-0.043064083,-0.056045927,-0.03302977,-0.033750455,-0.03302977,-0.023953063,-0.024064625,-0.026383831,-0.029848972,-0.02437433,-0.026089492,-0.027708003,-0.027047986,-0.030362066,-0.033750455,-0.029050731,-0.026576821,-0.040654024,0,-0.043087673,-0.055245788,-0.033750455,-0.025398021,-0.03302977,-0.040260961,-0.033596271,-0.023953063,-0.03009971,-0.027892304,-0.224476209,-0.025796644,-0.030033873,-0.03302977,-0.029050731,-0.033750455,-0.027708003,-0.033750455,-0.054842006,0.006390438,0.097488021,-0.038385651,-0.06553975,-0.027075784,0.508003556,-0.080365778,-0.007620909,-0.0200096,-0.068384369,-0.050664927,-0.047450755,-0.02600028,-0.060774053,-0.043679006,0.008930506,-0.065404895,-0.024758605,-0.035845209,0.065709207,0.048048439,-0.036704956,0.000448891,-0.004640054,-0.003056089
manufacturer_Nine West,-0.002888769,-0.058055972,0.040236336,0.030060591,-0.008646,-0.008407375,-0.020070768,-0.022380096,-0.025430458,-0.009558305,-0.020070768,-0.022233301,-0.020783937,-0.024362961,-0.036003686,-0.029797653,-0.020325626,-0.032620377,-0.043087673,0.99703829,-0.045052303,-0.026583806,-0.027080852,-0.026583806,-0.009220364,-0.009390044,-0.020070768,-0.023950247,-0.009558305,-0.020004827,-0.022233301,-0.020783937,-0.024362961,-0.027080852,-0.023390771,-0.020325626,-0.032620377,-0.043087673,0,-0.044330008,-0.027080852,-0.02037974,-0.026583806,-0.03230678,-0.026958033,-0.009220364,-0.025035006,-0.022380096,-0.080022954,-0.0206996,-0.024902028,-0.026583806,-0.023390771,-0.027080852,-0.022233301,-0.027080852,-0.044006026,0.085369225,-0.092604575,-0.030800201,0.007689905,-0.030247361,-0.060483725,-0.064486662,-0.004040075,-0.006866431,-0.054872606,-0.040654269,-0.038075974,-0.025820094,0.052303043,0.0780784,-0.006507532,-0.000300353,-0.00350387,0.087000347,-0.006456448,0.005230281,-0.020284305,-0.000694085,-0.00500079,-0.002532571
manufacturer_Nomad,-0.006728004,0.2703037,-0.238334301,-0.239533773,-0.046228333,-0.000754736,-0.027080703,-0.028630086,-0.03253071,-0.025009048,-0.027080703,-0.028440899,-0.02786607,-0.030065065,-0.046096725,-0.038007238,-0.027279798,-0.040729353,-0.055245788,-0.044203059,0.983967867,-0.034006076,-0.034643078,-0.034006076,-0.02458674,-0.024803796,-0.027080703,-0.030638499,-0.025009048,-0.026882223,-0.028440899,-0.02786607,-0.030065065,-0.034643078,-0.029922806,-0.027279798,-0.040729353,-0.055245788,-0.044330008,0,-0.034643078,-0.026069808,-0.034006076,-0.04032691,-0.034484907,-0.02458674,-0.032024975,-0.028630086,-0.230403767,-0.026478984,-0.030854741,-0.034006076,-0.029922806,-0.034643078,-0.028440899,-0.034643078,0.992690353,-0.500605324,0.406926842,-0.039400979,-0.354800305,-0.038692505,-0.077370943,0.676809664,-0.00808802,-0.020575585,-0.064037566,-0.05200505,-0.048706888,-0.03302926,-0.287694331,-0.044834347,0.037466326,-0.067045066,-0.040920996,-0.03679334,0.078099666,-0.038692505,-0.046804731,0.00894201,-0.065584247,-0.003239673
